query_id,method,subset,recall@1,hit@1,recall@5,hit@5,recall@10,hit@10,mrr@10,ndcg@10,map@10
Q010669,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010670,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010671,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010672,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010673,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010674,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010675,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010676,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010677,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q010678,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010679,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010680,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q010681,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010682,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010683,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010684,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010685,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010686,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010687,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010688,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010689,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010690,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010691,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010692,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010693,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010694,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010695,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q010696,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010697,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010698,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010699,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010700,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010701,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010702,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010703,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010704,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010705,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010706,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q010707,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010708,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010709,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010710,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010711,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010712,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010713,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010714,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010715,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010716,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q010717,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010718,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010719,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010720,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010721,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010722,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010723,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010724,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010725,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010726,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010727,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010728,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010729,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010730,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010731,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010732,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010733,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010734,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010735,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010736,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010737,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010738,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010739,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010740,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010741,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010742,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010743,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010744,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010745,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010746,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010747,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010748,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010749,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010750,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010751,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010752,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010753,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010754,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010755,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010756,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q010757,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010758,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010759,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010760,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010761,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010762,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010763,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010764,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010765,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010766,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010767,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010768,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010769,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010770,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010771,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010772,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010773,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010774,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010775,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010776,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010777,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010778,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010779,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010780,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010781,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010782,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010783,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010784,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010785,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010786,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010787,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010788,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010789,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010790,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010791,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010792,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010793,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010794,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010795,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010796,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010797,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010798,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010799,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010800,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010801,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010802,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010803,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010804,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q010805,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010806,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010807,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010808,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010809,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010810,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010811,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010812,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010813,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010814,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010815,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010816,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q010817,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010818,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010819,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q010820,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010821,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010822,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010823,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010824,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010825,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010826,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010827,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010828,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,0.3010299956639812,0.1111111111111111
Q010829,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010830,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010831,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q010832,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q010833,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010834,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010835,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010836,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010837,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010838,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010839,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010840,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.3562071871080222,0.16666666666666666
Q010841,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010842,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010843,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010844,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010845,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010846,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010847,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010848,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010849,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010850,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q010851,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010852,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010853,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010854,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010855,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010856,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010857,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010858,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010859,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010860,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010861,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010862,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010863,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010864,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010865,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010866,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010867,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010868,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010869,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010870,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010871,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010872,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010873,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010874,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.2,0.38685280723454163,0.2
Q010875,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010876,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010877,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010878,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010879,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010880,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q010881,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010882,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010883,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010884,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010885,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010886,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010887,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010888,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010889,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.125,0.31546487678572877,0.125
Q010890,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.43067655807339306,0.25
Q010891,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,0.5
Q010892,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q010893,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010894,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285
Q010895,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010896,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010897,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.2890648263178879,0.1
Q010898,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010899,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
Q010900,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010901,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010902,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010903,MiniLM-BiEncoder,all,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Q010904,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010905,MiniLM-BiEncoder,all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q010906,MiniLM-BiEncoder,all,0.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333
