query_id,predicted_attack_id,predicted_technique_name,predicted_score,is_relevant,source_name,source_type,query_text,relevant_attack_ids,relevant_names
Q001930,T1570,Lateral Tool Transfer,-1.5570151805877686,False,Aquatic Panda,intrusion-set,Aquatic Panda. Aquatic Panda used remote scheduled tasks to install malicious software on victim systems during lateral movement actions.,"[""T1021""]","[""Remote Services""]"
Q001931,T1570,Lateral Tool Transfer,-0.0018140077590942383,False,Aquatic Panda,intrusion-set,Aquatic Panda. Aquatic Panda used remote shares to enable lateral movement in victim environments.,"[""T1021.002""]","[""SMB/Windows Admin Shares""]"
Q001933,T1033,System Owner/User Discovery,-2.884831666946411,False,Aquatic Panda,intrusion-set,Aquatic Panda. Aquatic Panda used the last command in Linux environments to identify recently logged-in users on victim machines.,"[""T1087""]","[""Account Discovery""]"
Q001935,T1590.002,DNS,0.6403865814208984,False,Axiom,intrusion-set,Axiom. Axiom has acquired dynamic DNS services for use in the targeting of intended victims.,"[""T1583.002""]","[""DNS Server""]"
Q001937,T1505.001,SQL Stored Procedures,-4.361928939819336,False,Axiom,intrusion-set,Axiom. Axiom has been observed using SQL injection to gain access to systems.,"[""T1190""]","[""Exploit Public-Facing Application""]"
Q001938,T1584.008,Network Devices,-4.490937232971191,False,Axiom,intrusion-set,Axiom. Axiom has collected data from a compromised network.,"[""T1005""]","[""Data from Local System""]"
Q001943,T1596.003,Digital Certificates,-1.7843027114868164,False,Axiom,intrusion-set,Axiom. Axiom has used digital certificates to deliver malware.,"[""T1553""]","[""Subvert Trust Controls""]"
Q001945,T1090.001,Internal Proxy,-1.4911820888519287,False,Axiom,intrusion-set,Axiom. Axiom has used large groups of compromised machines for use as proxy nodes.,"[""T1584.005""]","[""Botnet""]"
Q001949,T1584.004,Server,-6.2549567222595215,False,Axiom,intrusion-set,Axiom. Axiom has used watering hole attacks to gain access.,"[""T1189""]","[""Drive-by Compromise""]"
Q001950,T1566.001,Spearphishing Attachment,2.3228418827056885,False,BITTER,intrusion-set,BITTER. BITTER has attempted to lure victims into opening malicious attachments delivered via spearphishing.,"[""T1204.002""]","[""Malicious File""]"
Q001951,T1588.001,Malware,-5.548503875732422,False,BITTER,intrusion-set,BITTER. BITTER has disguised malware as a Windows Security update service.,"[""T1036.004""]","[""Masquerade Task or Service""]"
Q001953,T1001,Data Obfuscation,-0.6860898733139038,False,BITTER,intrusion-set,BITTER. BITTER has encrypted their C2 communications.,"[""T1573""]","[""Encrypted Channel""]"
Q001954,T1027.012,LNK Icon Smuggling,-1.303236722946167,False,BITTER,intrusion-set,BITTER. BITTER has executed OLE objects using Microsoft Equation Editor to download and run malicious payloads.,"[""T1559.002""]","[""Dynamic Data Exchange""]"
Q001959,T1583.001,Domains,-5.965943336486816,False,BITTER,intrusion-set,BITTER. BITTER has registered domains to stage payloads.,"[""T1608.001""]","[""Upload Malware""]"
Q001960,T1566.002,Spearphishing Link,1.7259023189544678,False,BITTER,intrusion-set,BITTER. BITTER has sent spearphishing emails with a malicious RTF document or Excel spreadsheet.,"[""T1566.001""]","[""Spearphishing Attachment""]"
Q001961,T1583.002,DNS Server,-4.756930351257324,False,BITTER,intrusion-set,BITTER. BITTER has used DDNS for C2 communications.,"[""T1568""]","[""Dynamic Resolution""]"
Q001962,T1102.002,Bidirectional Communication,-4.975177764892578,False,BITTER,intrusion-set,BITTER. BITTER has used HTTP POST requests for C2.,"[""T1071.001""]","[""Web Protocols""]"
Q001964,T1105,Ingress Tool Transfer,-5.073497295379639,False,BITTER,intrusion-set,BITTER. BITTER has used a RAR SFX dropper to deliver malware.,"[""T1027.013""]","[""Encrypted/Encoded File""]"
Q001966,T1584.004,Server,-6.070010185241699,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER compromised three Japanese websites using a Flash exploit to perform watering hole attacks.,"[""T1189""]","[""Drive-by Compromise""]"
Q001968,T1659,Content Injection,-5.325995445251465,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER downloads encoded payloads and decodes them on the victim.,"[""T1140""]","[""Deobfuscate/Decode Files or Information""]"
Q001969,T1566.001,Spearphishing Attachment,1.4361600875854492,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has attempted to get users to launch malicious Microsoft Word attachments delivered via spearphishing emails.,"[""T1204.002""]","[""Malicious File""]"
Q001970,T1074.002,Remote Data Staging,-4.711195945739746,False,BRONZE BUTLER,intrusion-set,"BRONZE BUTLER. BRONZE BUTLER has collected a list of files from the victim and uploaded it to its C2 server, and then created a new list of specific files to steal.","[""T1083""]","[""File and Directory Discovery""]"
Q001971,T1560,Archive Collected Data,-0.22493860125541687,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has compressed data into password-protected RAR archives prior to exfiltration.,"[""T1560.001""]","[""Archive via Utility""]"
Q001972,T1558.002,Silver Ticket,3.279944658279419,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has created forged Kerberos Ticket Granting Ticket (TGT) and Ticket Granting Service (TGS) tickets to maintain administrative access.,"[""T1550.003""]","[""Pass the Ticket""]"
Q001976,T1608.001,Upload Malware,-4.779104232788086,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has given malware the same name as an existing file on the file share server to cause users to unwittingly launch and install the malware on additional systems.,"[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q001979,T1036.007,Double File Extension,-6.836065292358398,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has masked executables with document file icons including Word and Adobe PDF.,"[""T1036""]","[""Masquerading""]"
Q001981,T1608.001,Upload Malware,-3.6889514923095703,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has placed malware on file shares and given it the same name as legitimate documents on the share.,"[""T1080""]","[""Taint Shared Content""]"
Q001988,T1547.014,Active Setup,-0.1296120136976242,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has used a batch script that adds a Registry Run key to establish malware persistence.,"[""T1547.001""]","[""Registry Run Keys / Startup Folder""]"
Q001990,T1053.005,Scheduled Task,-3.5808327198028564,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has used at to register a scheduled task to execute malware during lateral movement.,"[""T1053.002""]","[""At""]"
Q001991,T1059.001,PowerShell,-1.6947989463806152,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has used batch scripts and the command-line interface for execution.,"[""T1059.003""]","[""Windows Command Shell""]"
Q001998,T1003,OS Credential Dumping,-0.8331692218780518,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER has used various tools (such as Mimikatz and WCE) to perform credential dumping.,"[""T1003.001""]","[""LSASS Memory""]"
Q002000,T1102,Web Service,-3.7082667350769043,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. BRONZE BUTLER malware has used HTTP for C2.,"[""T1071.001""]","[""Web Protocols""]"
Q002004,T1132.002,Non-Standard Encoding,-0.5708422660827637,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. Several BRONZE BUTLER tools encode data with base64 when posting it to a C2 server.,"[""T1132.001""]","[""Standard Encoding""]"
Q002005,T1608.001,Upload Malware,-3.935683488845825,False,BRONZE BUTLER,intrusion-set,BRONZE BUTLER. The BRONZE BUTLER uploader or malware the uploader uses command to delete the RAR archives after they have been exfiltrated.,"[""T1070.004""]","[""File Deletion""]"
Q002006,T1025,Data from Removable Media,-5.5635833740234375,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has copied files of interest to the main drive's recycle bin.,"[""T1074.001""]","[""Local Data Staging""]"
Q002007,T1608.001,Upload Malware,-3.99074125289917,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has disguised their backdoor droppers with naming conventions designed to blend into normal operations.,"[""T1036.004""]","[""Masquerade Task or Service""]"
Q002008,T1608.001,Upload Malware,-0.18563471734523773,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has downloaded additional files and tools onto a compromised host.,"[""T1105""]","[""Ingress Tool Transfer""]"
Q002009,T1525,Implant Internal Image,-2.7415318489074707,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has dropped implants in folders named for legitimate software.,"[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q002010,T1608.001,Upload Malware,2.363525390625,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has dropped legitimate software onto a compromised host and used it to execute malicious DLLs.,"[""T1055.001""]","[""Dynamic-link Library Injection""]"
Q002011,T1574.008,Path Interception by Search Order Hijacking,2.0898752212524414,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has executed DLL search order hijacking.,"[""T1574.001""]","[""DLL""]"
Q002012,T1204.003,Malicious Image,-1.976676344871521,False,BackdoorDiplomacy,intrusion-set,"BackdoorDiplomacy. BackdoorDiplomacy has exploited CVE-2020-5902, an F5 BIP-IP vulnerability, to drop a Linux backdoor. BackdoorDiplomacy has also exploited mis-configured Plesk servers.","[""T1190""]","[""Exploit Public-Facing Application""]"
Q002013,T1608.001,Upload Malware,-1.486396312713623,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has obfuscated tools and malware it uses with VMProtect.,"[""T1027""]","[""Obfuscated Files or Information""]"
Q002016,T1205.002,Socket Filters,-7.146860122680664,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has used EarthWorm for network tunneling with a SOCKS5 server and port transfer functionalities.,"[""T1095""]","[""Non-Application Layer Protocol""]"
Q002017,T1205.002,Socket Filters,-4.994166374206543,False,BackdoorDiplomacy,intrusion-set,BackdoorDiplomacy. BackdoorDiplomacy has used NetCat and PortQry to enumerate network connections and display the status of related TCP and UDP ports.,"[""T1049""]","[""System Network Connections Discovery""]"
Q002018,T1595.002,Vulnerability Scanning,-2.729743003845215,False,BackdoorDiplomacy,intrusion-set,"BackdoorDiplomacy. BackdoorDiplomacy has used SMBTouch, a vulnerability scanner, to determine whether a target is vulnerable to EternalBlue malware.","[""T1046""]","[""Network Service Discovery""]"
Q002019,T1025,Data from Removable Media,0.12050791084766388,False,BackdoorDiplomacy,intrusion-set,"BackdoorDiplomacy. BackdoorDiplomacy has used an executable to detect removable media, such as USB flash drives.","[""T1120""]","[""Peripheral Device Discovery""]"
Q002021,T1134.005,SID-History Injection,-2.368929386138916,False,BlackByte,intrusion-set,BlackByte. BlackByte captured credentials for or impersonated domain administration users.,"[""T1078.002""]","[""Domain Accounts""]"
Q002022,T1592.001,Hardware,-1.2240185737609863,False,BlackByte,intrusion-set,BlackByte. BlackByte collected victim device information then transmitted this via HTTP POST to command and control infrastructure.,"[""T1071.001""]","[""Web Protocols""]"
Q002024,T1212,Exploitation for Credential Access,-3.526268482208252,False,BlackByte,intrusion-set,BlackByte. BlackByte constructed a valid authentication token following Microsoft Exchange exploitation to allow for follow-on privileged command execution.,"[""T1134.003""]","[""Make and Impersonate Token""]"
Q002025,T1543.003,Windows Service,-0.5333309173583984,False,BlackByte,intrusion-set,BlackByte. BlackByte created malicious services for ransomware execution.,"[""T1569.002""]","[""Service Execution""]"
Q002028,T1679,Selective Exclusion,-2.8383946418762207,False,BlackByte,intrusion-set,BlackByte. BlackByte deleted ransomware executables post-encryption.,"[""T1070.004""]","[""File Deletion""]"
Q002029,T1685.003,Modify or Spoof Tool UI,-1.2763993740081787,False,BlackByte,intrusion-set,BlackByte. BlackByte disabled security tools such as Windows Defender and the Raccine anti-ransomware tool during operations.,"[""T1685""]","[""Disable or Modify Tools""]"
Q002031,T1590.006,Network Security Appliances,-5.678012847900391,False,BlackByte,intrusion-set,BlackByte. BlackByte enumerated installed security products during operations.,"[""T1518.001""]","[""Security Software Discovery""]"
Q002032,T1590.004,Network Topology,-3.513115406036377,False,BlackByte,intrusion-set,BlackByte. BlackByte enumerated network shares on victim devices.,"[""T1135""]","[""Network Share Discovery""]"
Q002034,T1211,Exploitation for Stealth,0.9240429401397705,False,BlackByte,intrusion-set,BlackByte. BlackByte exploited vulnerabilities such as ProxyLogon and ProxyShell for initial access to victim environments.,"[""T1190""]","[""Exploit Public-Facing Application""]"
Q002035,T1132.002,Non-Standard Encoding,-0.024977002292871475,False,BlackByte,intrusion-set,BlackByte. BlackByte has encoded commands in base64-encoded sections concatenated together in PowerShell. BlackByte uses PowerShell commands to disable Windows Defender.,"[""T1140""]","[""Deobfuscate/Decode Files or Information""]"
Q002038,T1557.004,Evil Twin,-1.7432756423950195,False,BlackByte,intrusion-set,BlackByte. BlackByte has gained access to victim environments through legitimate VPN credentials.,"[""T1078""]","[""Valid Accounts""]"
Q002039,T1588.002,Tool,-4.004020690917969,False,BlackByte,intrusion-set,BlackByte. BlackByte has injected Cobalt Strike into `wuauclt.exe` during intrusions. BlackByte has injected ransomware into `svchost.exe` before encryption.,"[""T1055""]","[""Process Injection""]"
Q002040,T1588.002,Tool,-2.6008036136627197,False,BlackByte,intrusion-set,BlackByte. BlackByte has staged tools such as Cobalt Strike at public file sharing and hosting sites.,"[""T1608.001""]","[""Upload Malware""]"
Q002043,T1557.001,Name Resolution Poisoning and SMB Relay,-1.8609681129455566,False,BlackByte,intrusion-set,BlackByte. BlackByte has used RDP to access other hosts within victim networks.,"[""T1021.001""]","[""Remote Desktop Protocol""]"
Q002045,T1105,Ingress Tool Transfer,-5.160758972167969,False,BlackByte,intrusion-set,BlackByte. BlackByte has used services such as `anonymfiles.com` and `file.io` to exfiltrate victim data.,"[""T1567""]","[""Exfiltration Over Web Service""]"
Q002047,T1570,Lateral Tool Transfer,-0.6513159871101379,False,BlackByte,intrusion-set,BlackByte. BlackByte has used tools such as AnyDesk in victim environments.,"[""T1219""]","[""Remote Access Tools""]"
Q002048,T1590.004,Network Topology,-2.5921568870544434,False,BlackByte,intrusion-set,BlackByte. BlackByte has used tools such as NetScan to enumerate network services in victim environments.,"[""T1046""]","[""Network Service Discovery""]"
Q002050,T1679,Selective Exclusion,-3.165072441101074,False,BlackByte,intrusion-set,BlackByte. BlackByte left ransom notes in all directories where encryption takes place.,"[""T1491.001""]","[""Internal Defacement""]"
Q002052,T1018,Remote System Discovery,-1.0192147493362427,False,BlackByte,intrusion-set,BlackByte. BlackByte modified firewall rules on victim machines to enable remote system discovery.,"[""T1686""]","[""Disable or Modify System Firewall""]"
Q002053,T1486,Data Encrypted for Impact,-3.3844733238220215,False,BlackByte,intrusion-set,BlackByte. BlackByte modified multiple services on victim machines to enable encryption operations. BlackByte has installed tools such as AnyDesk as a service on victim machines.,"[""T1543.003""]","[""Windows Service""]"
Q002055,T1614.001,System Language Discovery,-3.058176279067993,False,BlackByte,intrusion-set,BlackByte. BlackByte queried registry values to determine system language settings.,"[""T1012""]","[""Query Registry""]"
Q002058,T1614.001,System Language Discovery,-4.051336765289307,False,BlackByte,intrusion-set,BlackByte. BlackByte stopped execution if identified language settings on victim machines was Russian or one of several language associated with former Soviet republics. BlackByte has used ransomware variants requiring a key passed on the command line for the malware to execute.,"[""T1480""]","[""Execution Guardrails""]"
Q002059,T1588.002,Tool,-1.4426231384277344,False,BlackByte,intrusion-set,BlackByte. BlackByte transfered tools such as Cobalt Strike and the AnyDesk remote access tool during operations using SMB shares.,"[""T1570""]","[""Lateral Tool Transfer""]"
Q002060,T1592.001,Hardware,0.8677542805671692,False,BlackByte,intrusion-set,BlackByte. BlackByte transmitted collected victim host information via HTTP POST to command and control infrastructure.,"[""T1041""]","[""Exfiltration Over C2 Channel""]"
Q002062,T1490,Inhibit System Recovery,1.2424654960632324,False,BlackByte,intrusion-set,BlackByte. BlackByte used WMI to delete Volume Shadow Copies on victim machines.,"[""T1047""]","[""Windows Management Instrumentation""]"
Q002065,T1557.002,ARP Cache Poisoning,-0.02791278436779976,False,BlackByte,intrusion-set,BlackByte. BlackByte used tools such as Arp to identify remotely-connected devices.,"[""T1018""]","[""Remote System Discovery""]"
Q002066,T1557.002,ARP Cache Poisoning,0.26082494854927063,False,BlackByte,intrusion-set,BlackByte. BlackByte used tools such as Arp to pull system network information and identify connected devices.,"[""T1016""]","[""System Network Configuration Discovery""]"
Q002067,T1588.002,Tool,-0.9322471618652344,False,BlackByte,intrusion-set,BlackByte. BlackByte used tools such as Cobalt Strike and Mimikatz to dump credentials from victim systems.,"[""T1003""]","[""OS Credential Dumping""]"
Q002068,T1007,System Service Discovery,-2.145540714263916,False,BlackByte,intrusion-set,BlackByte. BlackByte used various system commands and tools to pull system information during operations.,"[""T1082""]","[""System Information Discovery""]"
Q002069,T1027.016,Junk Code Insertion,-6.255756378173828,False,BlackOasis,intrusion-set,BlackOasis. BlackOasis's first stage shellcode contains a NOP sled with alternative instructions that was likely designed to bypass antivirus tools.,"[""T1027""]","[""Obfuscated Files or Information""]"
Q002074,T1219.003,Remote Access Hardware,-3.496411085128784,False,BlackTech,intrusion-set,BlackTech. BlackTech has used Putty for remote access.,"[""T1021.004""]","[""SSH""]"
Q002075,T1027.007,Dynamic API Resolution,-3.6108713150024414,False,BlackTech,intrusion-set,BlackTech. BlackTech has used built-in API functions.,"[""T1106""]","[""Native API""]"
Q002076,T1566.002,Spearphishing Link,0.09756965190172195,False,BlackTech,intrusion-set,BlackTech. BlackTech has used e-mails with malicious documents to lure victims into installing malware.,"[""T1204.002""]","[""Malicious File""]"
Q002082,T1596.001,DNS/Passive DNS,0.10791735351085663,False,BlackTech,intrusion-set,BlackTech. BlackTech has used the SNScan tool to find other potential targets on victim networks.,"[""T1046""]","[""Network Service Discovery""]"
Q002084,T1592.001,Hardware,0.07399550080299377,False,Blue Mockingbird,intrusion-set,"Blue Mockingbird. Blue Mockingbird has collected hardware details for the victim's system, including CPU and memory information.","[""T1082""]","[""System Information Discovery""]"
Q002085,T1574.014,AppDomainManager,-5.251076698303223,False,Blue Mockingbird,intrusion-set,"Blue Mockingbird. Blue Mockingbird has executed custom-compiled XMRIG miner DLLs by configuring them to execute via the ""wercplsupport"" service.","[""T1569.002""]","[""Service Execution""]"
Q002088,T1189,Drive-by Compromise,-4.201317310333252,False,Blue Mockingbird,intrusion-set,"Blue Mockingbird. Blue Mockingbird has gained initial access by exploiting CVE-2019-18935, a vulnerability within Telerik UI for ASP.NET AJAX.","[""T1190""]","[""Exploit Public-Facing Application""]"
Q002090,T1547.013,XDG Autostart Entries,-8.219890594482422,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has masqueraded their XMRIG payload name by naming it wercplsupporte.dll after the legitimate wercplsupport.dll file.,"[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q002091,T1027,Obfuscated Files or Information,-4.941666603088379,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has obfuscated the wallet address in the payload binary.,"[""T1027.013""]","[""Encrypted/Encoded File""]"
Q002094,T1134.003,Make and Impersonate Token,-4.633975505828857,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has used JuicyPotato to abuse the SeImpersonate token privilege to escalate from web application pool accounts to NT Authority\SYSTEM.,"[""T1134""]","[""Access Token Manipulation""]"
Q002098,T1105,Ingress Tool Transfer,-1.1071271896362305,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has used Windows Explorer to manually copy malicious files to remote hosts over SMB.,"[""T1021.002""]","[""SMB/Windows Admin Shares""]"
Q002099,T1137.002,Office Test,-2.3985064029693604,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has used Windows Registry modifications to specify a DLL payload.,"[""T1112""]","[""Modify Registry""]"
Q002105,T1574.007,Path Interception by PATH Environment Variable,-3.9209470748901367,False,Blue Mockingbird,intrusion-set,Blue Mockingbird. Blue Mockingbird has used wmic.exe to set environment variables.,"[""T1047""]","[""Windows Management Instrumentation""]"
Q002108,T1189,Drive-by Compromise,-2.064615488052368,False,CURIUM,intrusion-set,CURIUM. CURIUM deployed mechanisms to check system time information following strategic website compromise attacks.,"[""T1124""]","[""System Time Discovery""]"
Q002109,T1016,System Network Configuration Discovery,0.10630248486995697,False,CURIUM,intrusion-set,"CURIUM. CURIUM deploys information gathering tools focused on capturing IP configuration, running application, system information, and network connectivity information.","[""T1082""]","[""System Information Discovery""]"
Q002111,T1189,Drive-by Compromise,3.0360355377197266,False,CURIUM,intrusion-set,CURIUM. CURIUM has compromised legitimate websites to enable strategic website compromise attacks.,"[""T1584.006""]","[""Web Services""]"
Q002115,T1025,Data from Removable Media,-2.54707670211792,False,CURIUM,intrusion-set,CURIUM. CURIUM has exfiltrated data from a compromised machine.,"[""T1005""]","[""Data from Local System""]"
Q002118,T1048,Exfiltration Over Alternative Protocol,-2.518171787261963,False,CURIUM,intrusion-set,CURIUM. CURIUM has used IMAP and SMTPS for exfiltration via tools such as IMAPLoader.,"[""T1041""]","[""Exfiltration Over C2 Channel""]"
Q002119,T1048,Exfiltration Over Alternative Protocol,-2.456265449523926,False,CURIUM,intrusion-set,CURIUM. CURIUM has used SMTPS to exfiltrate collected data from victims.,"[""T1048.002""]","[""Exfiltration Over Asymmetric Encrypted Non-C2 Protocol""]"
Q002120,T1566.002,Spearphishing Link,1.2806932926177979,False,CURIUM,intrusion-set,CURIUM. CURIUM has used phishing with malicious attachments for initial access to victim environments.,"[""T1566.001""]","[""Spearphishing Attachment""]"
Q002121,T1566.002,Spearphishing Link,-0.4324469566345215,False,CURIUM,intrusion-set,CURIUM. CURIUM has used social media to deliver malicious files to victims.,"[""T1566.003""]","[""Spearphishing via Service""]"
Q002122,T1608.004,Drive-by Target,1.230870246887207,False,CURIUM,intrusion-set,CURIUM. CURIUM has used strategic website compromise to infect victims with malware such as IMAPLoader.,"[""T1189""]","[""Drive-by Compromise""]"
Q002123,T1608.005,Link Target,1.9352442026138306,False,CURIUM,intrusion-set,CURIUM. CURIUM used malicious links to adversary-controlled resources for credential harvesting.,"[""T1598.003""]","[""Spearphishing Link""]"
Q002124,T1589.001,Credentials,-2.0594241619110107,False,CURIUM,intrusion-set,CURIUM. CURIUM used strategic website compromise to fingerprint then target victims.,"[""T1608.004""]","[""Drive-by Target""]"
Q002125,T1589.001,Credentials,-8.207704544067383,False,Carbanak,intrusion-set,Carbanak. Carbanak actors used legitimate credentials of banking employees to perform operations that sent them millions of dollars.,"[""T1078""]","[""Valid Accounts""]"
Q002126,T1543.003,Windows Service,-0.4583943486213684,False,Carbanak,intrusion-set,Carbanak. Carbanak has copied legitimate service names to use for malicious services.,"[""T1036.004""]","[""Masquerade Task or Service""]"
Q002129,T1059.005,Visual Basic,-6.98816442489624,False,Carbanak,intrusion-set,"Carbanak. Carbanak has used a VBScript named ""ggldr"" that uses Google Apps Script, Sheets, and Forms services for C2.","[""T1102.002""]","[""Bidirectional Communication""]"
Q002132,T1686.003,Windows Host Firewall,-1.315909504890442,False,Carbanak,intrusion-set,Carbanak. Carbanak may use netsh to add local firewall rule exceptions.,"[""T1686""]","[""Disable or Modify System Firewall""]"
Q002133,T1219.002,Remote Desktop Software,4.696939945220947,False,Carbanak,intrusion-set,Carbanak. Carbanak used legitimate programs such as AmmyyAdmin and Team Viewer for remote interactive C2 to target systems.,"[""T1219""]","[""Remote Access Tools""]"
Q002140,T1583.002,DNS Server,-6.654052734375,False,Chimera,intrusion-set,Chimera. Chimera has encapsulated Cobalt Strike's C2 protocol in DNS and HTTPS.,"[""T1572""]","[""Protocol Tunneling""]"
Q002141,T1059.001,PowerShell,-2.539494514465332,False,Chimera,intrusion-set,Chimera. Chimera has encoded PowerShell commands.,"[""T1027.010""]","[""Command Obfuscation""]"
Q002142,T1586.003,Cloud Accounts,-5.2323150634765625,False,Chimera,intrusion-set,Chimera. Chimera has exfiltrated stolen data to OneDrive accounts.,"[""T1567.002""]","[""Exfiltration to Cloud Storage""]"
Q002144,T1070.008,Clear Mailbox Data,-6.444570541381836,False,Chimera,intrusion-set,Chimera. Chimera has harvested data from remote mailboxes including through execution of \\ \c$\Users\ \AppData\Local\Microsoft\Outlook*.ost .,"[""T1114.002""]","[""Remote Email Collection""]"
Q002145,T1105,Ingress Tool Transfer,-6.026218891143799,False,Chimera,intrusion-set,"Chimera. Chimera has harvested data from victim's e-mail including through execution of wmic /node: process call create ""cmd /c copy c:\Users\ \ \backup.pst c:\windows\temp\backup.pst"" copy ""i:\ \ \My Documents\ .pst"" copy .","[""T1114.001""]","[""Local Email Collection""]"
Q002153,T1608.001,Upload Malware,-6.046536445617676,False,Chimera,intrusion-set,"Chimera. Chimera has renamed malware to GoogleUpdate.exe and WinRAR to jucheck.exe, RecordedTV.ms, teredo.tmp, update.exe, and msadcs1.exe.","[""T1036.005""]","[""Match Legitimate Resource Name or Location""]"
Q002154,T1039,Data from Network Shared Drive,-5.8491621017456055,False,Chimera,intrusion-set,Chimera. Chimera has staged stolen data locally on compromised hosts.,"[""T1074.001""]","[""Local Data Staging""]"
Q002155,T1074,Data Staged,-5.2486114501953125,False,Chimera,intrusion-set,Chimera. Chimera has staged stolen data on designated servers in the target environment.,"[""T1074.002""]","[""Remote Data Staging""]"
Q002157,T1583.002,DNS Server,-4.664212226867676,False,Chimera,intrusion-set,Chimera. Chimera has used Cobalt Strike to encapsulate C2 in DNS traffic.,"[""T1071.004""]","[""DNS""]"
Q002158,T1102.003,One-Way Communication,-3.350259780883789,False,Chimera,intrusion-set,Chimera. Chimera has used HTTPS for C2 communications.,"[""T1071.001""]","[""Web Protocols""]"
Q002160,T1608.002,Upload Tool,-3.868338108062744,False,Chimera,intrusion-set,Chimera. Chimera has used PsExec to deploy beacons on compromised systems.,"[""T1569.002""]","[""Service Execution""]"
Q002163,T1550.003,Pass the Ticket,-5.926377296447754,False,Chimera,intrusion-set,Chimera. Chimera has used WinRM for lateral movement.,"[""T1021.006""]","[""Windows Remote Management""]"
Q002167,T1053,Scheduled Task/Job,-1.8726818561553955,False,Chimera,intrusion-set,Chimera. Chimera has used a valid account to maintain persistence via scheduled task.,"[""T1078""]","[""Valid Accounts""]"
Q002170,T1560.003,Archive via Custom Method,-4.891152381896973,False,Chimera,intrusion-set,Chimera. Chimera has used custom DLLs for continuous retrieval of data from memory.,"[""T1119""]","[""Automated Collection""]"
Q002171,T1006,Direct Volume Access,-7.4184465408325195,False,Chimera,intrusion-set,Chimera. Chimera has used direct Windows system calls by leveraging Dumpert.,"[""T1106""]","[""Native API""]"
Q002172,T1027.015,Compression,-2.318601608276367,False,Chimera,intrusion-set,Chimera. Chimera has used gzip for Linux OS and a modified RAR software to archive data on Windows hosts.,"[""T1560.001""]","[""Archive via Utility""]"
Q002173,T1018,Remote System Discovery,-3.461432456970215,False,Chimera,intrusion-set,"Chimera. Chimera has used ipconfig, Ping, and tracert to enumerate the IP address and network environment and settings of the local host.","[""T1016""]","[""System Network Configuration Discovery""]"
Q002174,T1021,Remote Services,1.082503080368042,False,Chimera,intrusion-set,"Chimera. Chimera has used legitimate credentials to login to an external VPN, Citrix, SSH, and other remote services.","[""T1133""]","[""External Remote Services""]"
Q002176,T1098.007,Additional Local or Domain Groups,0.10848859697580338,False,Chimera,intrusion-set,Chimera. Chimera has used net localgroup administrators to identify accounts with local administrative rights.,"[""T1069.001""]","[""Local Groups""]"
Q002179,T1033,System Owner/User Discovery,-2.4742016792297363,False,Chimera,intrusion-set,Chimera. Chimera has used net user for account discovery.,"[""T1087.001""]","[""Local Account""]"
Q002184,T1003.003,NTDS,-3.767298698425293,False,Chimera,intrusion-set,Chimera. Chimera has used the NtdsAudit utility to collect information related to accounts and passwords.,"[""T1201""]","[""Password Policy Discovery""]"
